ORCHID PARK SECONDARY SCHOOL,1.4149,103.8378,3
BEDOK SOUTH SECONDARY SCHOOL,1.326,103.9504,3
BUKIT VIEW SECONDARY SCHOOL,1.3465,103.7527,3
MERIDIAN SECONDARY SCHOOL,1.3684,103.9491,3
WESTWOOD SECONDARY SCHOOL,1.3542,103.7026,3
WOODGROVE SECONDARY SCHOOL,1.4289,103.7958,3
KENT RIDGE SECONDARY SCHOOL,1.3015,103.7658,3
MONTFORT SECONDARY SCHOOL,1.3749,103.8884,3
GREENDALE SECONDARY SCHOOL,1.3966,103.9114,3
JURONGVILLE SECONDARY SCHOOL,1.3512,103.7299,3
CHRIST CHURCH SECONDARY SCHOOL,1.426,103.7931,3
YISHUN SECONDARY SCHOOL,1.4272,103.8295,3
NEW TOWN SECONDARY SCHOOL,1.309,103.7734,3
TAMPINES SECONDARY SCHOOL,1.3489,103.9454,3
GREENRIDGE SECONDARY SCHOOL,1.3823,103.773,3
JURONG WEST SECONDARY SCHOOL,1.336,103.7016,3
CANBERRA SECONDARY SCHOOL,1.4535,103.8153,3
JUYING SECONDARY SCHOOL,1.3396,103.6875,3
SENG KANG SECONDARY SCHOOL,1.3871,103.898,3
ADMIRALTY SECONDARY SCHOOL,1.4467,103.803,3
NAVAL BASE SECONDARY SCHOOL,1.4187,103.8313,3
TECK WHYE SECONDARY SCHOOL,1.3835,103.7548,3
REGENT SECONDARY SCHOOL,1.3925,103.75,3
HOUGANG SECONDARY SCHOOL,1.3779,103.8816,3
BUKIT MERAH SECONDARY SCHOOL,1.2867,103.8135,3
GUANGYANG SECONDARY SCHOOL,1.3453,103.8508,3
OUTRAM SECONDARY SCHOOL,1.2863,103.8377,3
SERANGOON GARDEN SECONDARY SCHOOL,1.37,103.8696,3
SPRINGFIELD SECONDARY SCHOOL,1.3494,103.9295,3
ASSUMPTION ENGLISH SCHOOL,1.3692,103.7647,3
BARTLEY SECONDARY SCHOOL,1.3395,103.883,3
BEDOK GREEN SECONDARY SCHOOL,1.3346,103.9337,3
BENDEMEER SECONDARY SCHOOL,1.3245,103.8615,3
BOON LAY SECONDARY SCHOOL,1.3437,103.7022,3
BROADRICK SECONDARY SCHOOL,1.3068,103.887,3
CHANGKAT CHANGI SECONDARY SCHOOL,1.341,103.9522,3
DAMAI SECONDARY SCHOOL,1.3372,103.9275,3
DUNEARN SECONDARY SCHOOL,1.3637,103.7454,3
EAST SPRING SECONDARY SCHOOL,1.3558,103.9603,3
EAST VIEW SECONDARY SCHOOL,1.3582,103.9502,3
FAJAR SECONDARY SCHOOL,1.3751,103.7648,3
FUCHUN SECONDARY SCHOOL,1.43,103.777,3
HONG KAH SECONDARY SCHOOL,1.3518,103.7262,3
JUNYUAN SECONDARY SCHOOL,1.3525,103.9332,3
LOYANG VIEW SECONDARY SCHOOL,1.3673,103.9565,3
MANJUSRI SECONDARY SCHOOL,1.327,103.9014,3
MARSILING SECONDARY SCHOOL,1.4373,103.7775,3
NORTHBROOKS SECONDARY SCHOOL,1.4222,103.8448,3
NORTHLAND SECONDARY SCHOOL,1.4358,103.8398,3
PEICAI SECONDARY SCHOOL,1.3574,103.8705,3
PING YI SECONDARY SCHOOL,1.328,103.9202,3
PUNGGOL SECONDARY SCHOOL,1.4031,103.9096,3
QUEENSTOWN SECONDARY SCHOOL,1.2932,103.8134,3
SEMBAWANG SECONDARY SCHOOL,1.445,103.8162,3
SERANGOON SECONDARY SCHOOL,1.374,103.9017,3
SHUQUN SECONDARY SCHOOL,1.3395,103.7403,3
TANGLIN SECONDARY SCHOOL,1.3086,103.7579,3
WHITLEY SECONDARY SCHOOL,1.3559,103.8432,3
WOODLANDS SECONDARY SCHOOL,1.4395,103.7749,3
YIO CHU KANG SECONDARY SCHOOL,1.3773,103.8421,3
YUHUA SECONDARY SCHOOL,1.3477,103.7232,3
YUSOF ISHAK SECONDARY SCHOOL,1.3429,103.7609,3
YUYING SECONDARY SCHOOL,1.3571,103.8898,3
ASSUMPTION PATHWAY SCHOOL,1.3709,103.7665,3
CREST SECONDARY SCHOOL,1.3426,103.7427,3
NORTHLIGHT SCHOOL,1.3100463,103.8293981,3
NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,1.3076,103.7693,3
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",1.313,103.7746,3
"SCHOOL OF THE ARTS, SINGAPORE",1.2994,103.8485,3
SINGAPORE SPORTS SCHOOL,1.4269,103.7896,3
SPECTRA SECONDARY SCHOOL,1.4357,103.8044,3
